 
1  1      6.357062 1
2  1     15.515602 2
3  1     50.954458 2
4  1    104.917385 2
5  1    178.642174 2
6  1    270.799402 2
7  1    381.509140 2
8  1    510.864970 2
9  1    658.935566 2
10  1    825.775400 2
11  1   1027.912300 2
12  1   1253.332862 2
13  1   1504.149293 2
14  1   1778.336274 2
15  1   2075.930269 2
16  1   2397.035583 2
17  1   2741.733142 2
18  1   3110.092553 2
19  1   3510.946045 2
20  1   3937.456171 2
21  1   4384.530564 2
22  1   4855.318705 2
23  1   5350.234601 2
24  1   5869.481668 2
25  1   6413.208295 2
26  1   6981.543333 2
27  1   7574.608177 2
28  1   8192.521973 2
29  1   8835.404162 2
30  1   9503.375844 2
31  1  10205.996148 2
32  1  10935.583175 2
33  1  11692.148885 2
34  1  12475.788300 2
35  1  13286.607346 2
36  1  14124.721020 2
37  1  14996.913128 2
38  1  15897.652742 2
39  1  16824.461620 2
40  1  17778.596669 2
41  1  18760.538605 2
42  1  19770.572547 2
43  1  20808.924260 2
44  1  21875.798525 2
45  1  22971.392567 2
46  1  24095.901695 2
47  1  25249.522002 2
48  1  26432.451806 2
49  1  27652.010187 2
50  1  28902.069736 2
51  1  30182.807067 2
52  1  31494.441088 2
53  1  32837.188456 2
54  1  34211.265656 2
55  1  35621.965505 2
56  1  37065.097815 2
57  1  38532.624316 2
58  1  40030.824254 2
59  1  41560.623812 2
60  1  43122.437187 2
61  1  44716.597319 2
62  1  46343.410916 2
63  1  48003.174717 2
64  1  49696.182163 2
65  1  51422.726668 2
66  1  53183.103464 2
67  1  54977.610675 2
68  1  56806.550083 2
69  1  58670.227596 2
70  1  60568.953624 2
71  1  62510.006797 2
72  1  64487.534409 2
73  1  66501.787517 2
74  1  68553.061541 2
75  1  70641.658260 2
76  1  72767.888890 2
77  1  74932.074964 2
78  1  77134.547929 2
79  1  79375.648443 2
80  1  81655.725721 2
81  1  83980.921849 2
82  1  86346.274077 2
83  1  88752.121939 2
84  1  91198.851963 2
85  1  93686.852046 2
86  1  96216.512211 2
87  1  98792.578410 2
88  1 101411.557723 2
89  1 104069.778074 2
90  1 106769.191856 2
91  1 109511.470441 2
92  1 112297.294337 2
