# Matrix elements of the unitary transform
#       from Cartesian to Radial circular harmonic oscillator states
#       up to ell = 23
#       Each matrix element is sign*sqrt(nominator^2/denominator^2)
# nx ny     emm nrn     sign*nominator^2 denominator^2

0 0   0 0   1 1
10 7  -5 6   -1232 65536
10 7  -7 5   9856 65536
10 7 -11 3   -11440 65536
10 7 -13 2   2288 65536
10 7 -15 1   10296 65536
10 7 -17 0   -19448 65536
11 6   1 8   6160 65536
11 6   3 7   1232 65536
11 6   5 6   -10000 65536
11 6   7 5   512 65536
11 6   9 4   8320 65536
11 6  11 3   -7280 65536
11 6  13 2   -1456 65536
11 6  15 1   18200 65536
11 6  17 0   -12376 65536
12 5  -1 8   3080 65536
12 5  -3 7   -9856 65536
12 5  -5 6   512 65536
12 5  -7 5   7056 65536
12 5  -9 4   -9360 65536
12 5 -13 2   11648 65536
12 5 -15 1   -17836 65536
12 5 -17 0   6188 65536
13 4   1 8   8008 65536
13 4   5 6   -8320 65536
13 4   7 5   9360 65536
13 4   9 4   -144 65536
13 4  11 3   -8064 65536
13 4  13 2   17920 65536
13 4  15 1   -11340 65536
13 4  17 0   2380 65536
14 3  -1 8   2288 65536
14 3  -3 7   -11440 65536
14 3  -5 6   7280 65536
14 3  -9 4   -8064 65536
14 3 -11 3   17424 65536
14 3 -13 2   -13520 65536
14 3 -15 1   4840 65536
14 3 -17 0   -680 65536
15 2   1 8   11440 65536
15 2   3 7   -2288 65536
15 2   5 6   -1456 65536
15 2   7 5   11648 65536
15 2   9 4   -17920 65536
15 2  11 3   13520 65536
15 2  13 2   -5776 65536
15 2  15 1   1352 65536
15 2  17 0   -136 65536
16 1  -1 8   1430 65536
16 1  -3 7   -10296 65536
16 1  -5 6   18200 65536
16 1  -7 5   -17836 65536
16 1  -9 4   11340 65536
16 1 -11 3   -4840 65536
16 1 -13 2   1352 65536
16 1 -15 1   -225 65536
16 1 -17 0   17 65536
17 0   1 8   24310 65536
17 0   3 7   -19448 65536
17 0   5 6   12376 65536
17 0   7 5   -6188 65536
17 0   9 4   2380 65536
17 0  11 3   -680 65536
17 0  13 2   136 65536
17 0  15 1   -17 65536
17 0  17 0   1 65536

0 18   0 9   -24310 131072
0 18   2 8   -43758 131072
0 18   4 7   -31824 131072
0 18   6 6   -18564 131072
0 18   8 5   -8568 131072
0 18  10 4   -3060 131072
0 18  12 3   -816 131072
0 18  14 2   -153 131072
0 18  16 1   -18 131072
0 18  18 0   -1 131072
1 17  -2 8   9724 131072
1 17  -4 7   28288 131072
1 17  -6 6   37128 131072
1 17  -8 5   30464 131072
1 17 -10 4   17000 131072
1 17 -12 3   6528 131072
1 17 -14 2   1666 131072
1 17 -16 1   256 131072
1 17 -18 0   18 131072
2 16   0 9   -12870 131072
2 16   2 8   -14014 131072
2 16   4 7   -208 131072
2 16   6 6   9828 131072
2 16   8 5   29624 131072
2 16  10 4   33620 131072
2 16  12 3   21168 131072
2 16  14 2   7921 131072
2 16  16 1   1666 131072
2 16  18 0   153 131072
3 15  -2 8   13728 131072
3 15  -4 7   22464 131072
3 15  -6 6   5824 131072
3 15  -8 5   -2688 131072
3 15 -10 4   -24000 131072
3 15 -12 3   -33856 131072
3 15 -14 2   -21168 131072
3 15 -16 1   -6528 131072
3 15 -18 0   -816 131072
4 14   0 9   -10296 131072
4 14   2 8   -5720 131072
4 14   4 7   4160 131072
4 14   6 6   21840 131072
4 14   8 5   10080 131072
4 14  10 4   -1296 131072
4 14  12 3   -24000 131072
4 14  14 2   -33620 131072
4 14  16 1   -17000 131072
4 14  18 0   -3060 131072
5 13  -2 8   16016 131072
5 13  -4 7   11648 131072
5 13  -6 6   -1248 131072
5 13  -8 5   -20736 131072
5 13 -10 4   -10080 131072
5 13 -12 3   2688 131072
5 13 -14 2   29624 131072
5 13 -16 1   30464 131072
5 13 -18 0   8568 131072
6 12   0 9   -9240 131072
6 12   2 8   -1848 131072
6 12   4 7   12096 131072
6 12   6 6   13456 131072
6 12   8 5   -1248 131072
6 12  10 4   -21840 131072
6 12  12 3   -5824 131072
6 12  14 2   9828 131072
6 12  16 1   37128 131072
6 12  18 0   18564 131072
7 11  -2 8   17248 131072
7 11  -4 7   3136 131072
7 11  -6 6   -12096 131072
7 11  -8 5   -11648 131072
7 11 -10 4   4160 131072
7 11 -12 3   22464 131072
7 11 -14 2   208 131072
7 11 -16 1   -28288 131072
7 11 -18 0   -31824 131072
8 10   0 9   -8820 131072
8 10   2 8   -196 131072
8 10   4 7   17248 131072
8 10   6 6   1848 131072
8 10   8 5   -16016 131072
8 10  10 4   -5720 131072
8 10  12 3   13728 131072
8 10  14 2   14014 131072
8 10  16 1   -9724 131072
8 10  18 0   -43758 131072
9 9  -2 8   17640 131072
9 9  -6 6   -18480 131072
9 9 -10 4   20592 131072
9 9 -14 2   -25740 131072
9 9 -18 0   48620 131072
10 8   0 9   -8820 131072
10 8   2 8   196 131072
10 8   4 7   17248 131072
10 8   6 6   -1848 131072
10 8   8 5   -16016 131072
10 8  10 4   5720 131072
10 8  12 3   13728 131072
10 8  14 2   -14014 131072
10 8  16 1   -9724 131072
10 8  18 0   43758 131072
11 7  -2 8   17248 131072
11 7  -4 7   -3136 131072
11 7  -6 6   -12096 131072
11 7  -8 5   11648 131072
11 7 -10 4   4160 131072
11 7 -12 3   -22464 131072
11 7 -14 2   208 131072
11 7 -16 1   28288 131072
11 7 -18 0   -31824 131072
12 6   0 9   -9240 131072
12 6   2 8   1848 131072
12 6   4 7   12096 131072
12 6   6 6   -13456 131072
12 6   8 5   -1248 131072
12 6  10 4   21840 131072
12 6  12 3   -5824 131072
12 6  14 2   -9828 131072
12 6  16 1   37128 131072
12 6  18 0   -18564 131072
13 5  -2 8   16016 131072
13 5  -4 7   -11648 131072
13 5  -6 6   -1248 131072
13 5  -8 5   20736 131072
13 5 -10 4   -10080 131072
13 5 -12 3   -2688 131072
13 5 -14 2   29624 131072
13 5 -16 1   -30464 131072
13 5 -18 0   8568 131072
14 4   0 9   -10296 131072
14 4   2 8   5720 131072
14 4   4 7   4160 131072
14 4   6 6   -21840 131072
14 4   8 5   10080 131072
14 4  10 4   1296 131072
14 4  12 3   -24000 131072
14 4  14 2   33620 131072
14 4  16 1   -17000 131072
14 4  18 0   3060 131072
15 3  -2 8   13728 131072
15 3  -4 7   -22464 131072
15 3  -6 6   5824 131072
15 3  -8 5   2688 131072
15 3 -10 4   -24000 131072
15 3 -12 3   33856 131072
15 3 -14 2   -21168 131072
15 3 -16 1   6528 131072
15 3 -18 0   -816 131072
16 2   0 9   -12870 131072
16 2   2 8   14014 131072
16 2   4 7   -208 131072
16 2   6 6   -9828 131072
16 2   8 5   29624 131072
16 2  10 4   -33620 131072
16 2  12 3   21168 131072
16 2  14 2   -7921 131072
16 2  16 1   1666 131072
16 2  18 0   -153 131072
17 1  -2 8   9724 131072
17 1  -4 7   -28288 131072
17 1  -6 6   37128 131072
17 1  -8 5   -30464 131072
17 1 -10 4   17000 131072
17 1 -12 3   -6528 131072
17 1 -14 2   1666 131072
17 1 -16 1   -256 131072
17 1 -18 0   18 131072
18 0   0 9   -24310 131072
18 0   2 8   43758 131072
18 0   4 7   -31824 131072
18 0   6 6   18564 131072
18 0   8 5   -8568 131072
18 0  10 4   3060 131072
18 0  12 3   -816 131072
18 0  14 2   153 131072
18 0  16 1   -18 131072
18 0  18 0   1 131072

0 19  -1 9   -92378 262144
0 19  -3 8   -75582 262144
0 19  -5 7   -50388 262144
0 19  -7 6   -27132 262144
0 19  -9 5   -11628 262144
0 19 -11 4   -3876 262144
0 19 -13 3   -969 262144
0 19 -15 2   -171 262144
0 19 -17 1   -19 262144
0 19 -19 0   -1 262144
1 18   1 9   -4862 262144
1 18   3 8   -35802 262144
1 18   5 7   -66300 262144
1 18   7 6   -69972 262144
1 18   9 5   -49572 262144
1 18  11 4   -24684 262144
1 18  13 3   -8619 262144
1 18  15 2   -2025 262144
1 18  17 1   -289 262144
1 18  19 0   -19 262144
2 17  -1 9   -43758 262144
2 17  -3 8   -11050 262144
2 17  -5 7   2652 262144
2 17  -7 6   35700 262144
2 17  -9 5   65348 262144
2 17 -11 4   58956 262144
2 17 -13 3   31875 262144
2 17 -15 2   10609 262144
2 17 -17 1   2025 262144
2 17 -19 0   171 262144
3 16   1 9   -7722 262144
3 16   3 8   -41262 262144
3 16   5 7   -32500 262144
3 16   7 6   -1372 262144
3 16   9 5   18252 262144
3 16  11 4   58564 262144
3 16  13 3   61009 262144
3 16  15 2   31875 262144
3 16  17 1   8619 262144
3 16  19 0   969 262144
4 15  -1 9   -30888 262144
4 15  -3 8   -312 262144
4 15  -5 7   25168 262144
4 15  -7 6   40432 262144
4 15  -9 5   5808 262144
4 15 -11 4   -13456 262144
4 15 -13 3   -58564 262144
4 15 -15 2   -58956 262144
4 15 -17 1   -24684 262144
4 15 -19 0   -3876 262144
5 14   1 9   -10296 262144
5 14   3 8   -37544 262144
5 14   5 7   -5616 262144
5 14   7 6   16464 262144
5 14   9 5   41616 262144
5 14  11 4   5808 262144
5 14  13 3   -18252 262144
5 14  15 2   -65348 262144
5 14  17 1   -49572 262144
5 14  19 0   -11628 262144
6 13  -1 9   -24024 262144
6 13  -3 8   2184 262144
6 13  -5 7   36400 262144
6 13  -7 6   8464 262144
6 13  -9 5   -16464 262144
6 13 -11 4   -40432 262144
6 13 -13 3   -1372 262144
6 13 -15 2   35700 262144
6 13 -17 1   69972 262144
6 13 -19 0   27132 262144
7 12   1 9   -12936 262144
7 12   3 8   -29400 262144
7 12   5 7   784 262144
7 12   7 6   36400 262144
7 12   9 5   5616 262144
7 12  11 4   -25168 262144
7 12  13 3   -32500 262144
7 12  15 2   2652 262144
7 12  17 1   66300 262144
7 12  19 0   50388 262144
8 11  -1 9   -19404 262144
8 11  -3 8   9604 262144
8 11  -5 7   29400 262144
8 11  -7 6   -2184 262144
8 11  -9 5   -37544 262144
8 11 -11 4   -312 262144
8 11 -13 3   41262 262144
8 11 -15 2   11050 262144
8 11 -17 1   -35802 262144
8 11 -19 0   -75582 262144
9 10   1 9   -15876 262144
9 10   3 8   -19404 262144
9 10   5 7   12936 262144
9 10   7 6   24024 262144
9 10   9 5   -10296 262144
9 10  11 4   -30888 262144
9 10  13 3   7722 262144
9 10  15 2   43758 262144
9 10  17 1   -4862 262144
9 10  19 0   -92378 262144
10 9  -1 9   -15876 262144
10 9  -3 8   19404 262144
10 9  -5 7   12936 262144
10 9  -7 6   -24024 262144
10 9  -9 5   -10296 262144
10 9 -11 4   30888 262144
10 9 -13 3   7722 262144
10 9 -15 2   -43758 262144
10 9 -17 1   -4862 262144
10 9 -19 0   92378 262144
11 8   1 9   -19404 262144
11 8   3 8   -9604 262144
11 8   5 7   29400 262144
11 8   7 6   2184 262144
11 8   9 5   -37544 262144
11 8  11 4   312 262144
11 8  13 3   41262 262144
11 8  15 2   -11050 262144
11 8  17 1   -35802 262144
11 8  19 0   75582 262144
12 7  -1 9   -12936 262144
12 7  -3 8   29400 262144
12 7  -5 7   784 262144
12 7  -7 6   -36400 262144
12 7  -9 5   5616 262144
12 7 -11 4   25168 262144
12 7 -13 3   -32500 262144
12 7 -15 2   -2652 262144
12 7 -17 1   66300 262144
12 7 -19 0   -50388 262144
13 6   1 9   -24024 262144
13 6   3 8   -2184 262144
13 6   5 7   36400 262144
13 6   7 6   -8464 262144
13 6   9 5   -16464 262144
13 6  11 4   40432 262144
13 6  13 3   -1372 262144
13 6  15 2   -35700 262144
13 6  17 1   69972 262144
13 6  19 0   -27132 262144
14 5  -1 9   -10296 262144
14 5  -3 8   37544 262144
14 5  -5 7   -5616 262144
14 5  -7 6   -16464 262144
14 5  -9 5   41616 262144
14 5 -11 4   -5808 262144
14 5 -13 3   -18252 262144
14 5 -15 2   65348 262144
14 5 -17 1   -49572 262144
14 5 -19 0   11628 262144
15 4   1 9   -30888 262144
15 4   3 8   312 262144
15 4   5 7   25168 262144
15 4   7 6   -40432 262144
15 4   9 5   5808 262144
15 4  11 4   13456 262144
15 4  13 3   -58564 262144
15 4  15 2   58956 262144
15 4  17 1   -24684 262144
15 4  19 0   3876 262144
16 3  -1 9   -7722 262144
16 3  -3 8   41262 262144
16 3  -5 7   -32500 262144
16 3  -7 6   1372 262144
16 3  -9 5   18252 262144
16 3 -11 4   -58564 262144
16 3 -13 3   61009 262144
16 3 -15 2   -31875 262144
16 3 -17 1   8619 262144
16 3 -19 0   -969 262144
17 2   1 9   -43758 262144
17 2   3 8   11050 262144
17 2   5 7   2652 262144
17 2   7 6   -35700 262144
17 2   9 5   65348 262144
17 2  11 4   -58956 262144
17 2  13 3   31875 262144
17 2  15 2   -10609 262144
17 2  17 1   2025 262144
17 2  19 0   -171 262144
18 1  -1 9   -4862 262144
18 1  -3 8   35802 262144
18 1  -5 7   -66300 262144
18 1  -7 6   69972 262144
18 1  -9 5   -49572 262144
18 1 -11 4   24684 262144
18 1 -13 3   -8619 262144
18 1 -15 2   2025 262144
18 1 -17 1   -289 262144
18 1 -19 0   19 262144
19 0   1 9   -92378 262144
19 0   3 8   75582 262144
19 0   5 7   -50388 262144
19 0   7 6   27132 262144
19 0   9 5   -11628 262144
19 0  11 4   3876 262144
19 0  13 3   -969 262144
19 0  15 2   171 262144
19 0  17 1   -19 262144
19 0  19 0   1 262144

0 20   0 10   92378 524288
0 20   2 9   167960 524288
0 20   4 8   125970 524288
0 20   6 7   77520 524288
0 20   8 6   38760 524288
0 20  10 5   15504 524288
0 20  12 4   4845 524288
0 20  14 3   1140 524288
0 20  16 2   190 524288
0 20  18 1   20 524288
0 20  20 0   1 524288
1 19  -2 9   -33592 524288
1 19  -4 8   -100776 524288
1 19  -6 7   -139536 524288
1 19  -8 6   -124032 524288
1 19 -10 5   -77520 524288
1 19 -12 4   -34884 524288
1 19 -14 3   -11172 524288
1 19 -16 2   -2432 524288
1 19 -18 1   -324 524288
1 19 -20 0   -20 524288
2 18   0 10   48620 524288
2 18   2 9   56576 524288
2 18   4 8   2652 524288
2 18   6 7   -26112 524288
2 18   8 6   -98736 524288
2 18  10 5   -130560 524288
2 18  12 4   -98022 524288
2 18  14 3   -46464 524288
2 18  16 2   -13924 524288
2 18  18 1   -2432 524288
2 18  20 0   -190 524288
3 17  -2 9   -47736 524288
3 17  -4 8   -86632 524288
3 17  -6 7   -32912 524288
3 17  -8 6   2176 524288
3 17 -10 5   66640 524288
3 17 -12 4   125732 524288
3 17 -14 3   103684 524288
3 17 -16 2   46464 524288
3 17 -18 1   11172 524288
3 17 -20 0   1140 524288
4 16   0 10   38610 524288
4 16   2 9   25272 524288
4 16   4 8   -9386 524288
4 16   6 7   -76176 524288
4 16   8 6   -55112 524288
4 16  10 5   -80 524288
4 16  12 4   56169 524288
4 16  14 3   125732 524288
4 16  16 2   98022 524288
4 16  18 1   34884 524288
4 16  20 0   4845 524288
5 15  -2 9   -56160 524288
5 15  -4 8   -52000 524288
5 15  -6 7   320 524288
5 15  -8 6   64000 524288
5 15 -10 5   61504 524288
5 15 -12 4   80 524288
5 15 -14 3   -66640 524288
5 15 -16 2   -130560 524288
5 15 -18 1   -77520 524288
5 15 -20 0   -15504 524288
6 14   0 10   34320 524288
6 14   2 9   9984 524288
6 14   4 8   -35152 524288
6 14   6 7   -61952 524288
6 14   8 6   -64 524288
6 14  10 5   64000 524288
6 14  12 4   55112 524288
6 14  14 3   -2176 524288
6 14  16 2   -98736 524288
6 14  18 1   -124032 524288
6 14  20 0   -38760 524288
7 13  -2 9   -61152 524288
7 13  -4 8   -20384 524288
7 13  -6 7   28224 524288
7 13  -8 6   61952 524288
7 13 -10 5   -320 524288
7 13 -12 4   -76176 524288
7 13 -14 3   -32912 524288
7 13 -16 2   26112 524288
7 13 -18 1   139536 524288
7 13 -20 0   77520 524288
8 12   0 10   32340 524288
8 12   2 9   2352 524288
8 12   4 8   -56644 524288
8 12   6 7   -20384 524288
8 12   8 6   35152 524288
8 12  10 5   52000 524288
8 12  12 4   -9386 524288
8 12  14 3   -86632 524288
8 12  16 2   -2652 524288
8 12  18 1   100776 524288
8 12  20 0   125970 524288
9 11  -2 9   -63504 524288
9 11  -4 8   -2352 524288
9 11  -6 7   61152 524288
9 11  -8 6   9984 524288
9 11 -10 5   -56160 524288
9 11 -12 4   -25272 524288
9 11 -14 3   47736 524288
9 11 -16 2   56576 524288
9 11 -18 1   -33592 524288
9 11 -20 0   -167960 524288
10 10   0 10   31752 524288
10 10   4 8   -64680 524288
10 10   8 6   68640 524288
10 10  12 4   -77220 524288
10 10  16 2   97240 524288
10 10  20 0   -184756 524288
11 9  -2 9   -63504 524288
11 9  -4 8   2352 524288
11 9  -6 7   61152 524288
11 9  -8 6   -9984 524288
11 9 -10 5   -56160 524288
11 9 -12 4   25272 524288
11 9 -14 3   47736 524288
11 9 -16 2   -56576 524288
11 9 -18 1   -33592 524288
11 9 -20 0   167960 524288
12 8   0 10   32340 524288
12 8   2 9   -2352 524288
12 8   4 8   -56644 524288
12 8   6 7   20384 524288
12 8   8 6   35152 524288
12 8  10 5   -52000 524288
12 8  12 4   -9386 524288
12 8  14 3   86632 524288
12 8  16 2   -2652 524288
12 8  18 1   -100776 524288
12 8  20 0   125970 524288
13 7  -2 9   -61152 524288
13 7  -4 8   20384 524288
13 7  -6 7   28224 524288
13 7  -8 6   -61952 524288
13 7 -10 5   -320 524288
13 7 -12 4   76176 524288
13 7 -14 3   -32912 524288
13 7 -16 2   -26112 524288
13 7 -18 1   139536 524288
13 7 -20 0   -77520 524288
14 6   0 10   34320 524288
14 6   2 9   -9984 524288
14 6   4 8   -35152 524288
14 6   6 7   61952 524288
14 6   8 6   -64 524288
14 6  10 5   -64000 524288
14 6  12 4   55112 524288
14 6  14 3   2176 524288
14 6  16 2   -98736 524288
14 6  18 1   124032 524288
14 6  20 0   -38760 524288
15 5  -2 9   -56160 524288
15 5  -4 8   52000 524288
15 5  -6 7   320 524288
15 5  -8 6   -64000 524288
15 5 -10 5   61504 524288
15 5 -12 4   -80 524288
15 5 -14 3   -66640 524288
15 5 -16 2   130560 524288
15 5 -18 1   -77520 524288
15 5 -20 0   15504 524288
16 4   0 10   38610 524288
16 4   2 9   -25272 524288
16 4   4 8   -9386 524288
16 4   6 7   76176 524288
16 4   8 6   -55112 524288
16 4  10 5   80 524288
16 4  12 4   56169 524288
16 4  14 3   -125732 524288
16 4  16 2   98022 524288
16 4  18 1   -34884 524288
16 4  20 0   4845 524288
17 3  -2 9   -47736 524288
17 3  -4 8   86632 524288
17 3  -6 7   -32912 524288
17 3  -8 6   -2176 524288
17 3 -10 5   66640 524288
17 3 -12 4   -125732 524288
17 3 -14 3   103684 524288
17 3 -16 2   -46464 524288
17 3 -18 1   11172 524288
17 3 -20 0   -1140 524288
18 2   0 10   48620 524288
18 2   2 9   -56576 524288
18 2   4 8   2652 524288
18 2   6 7   26112 524288
18 2   8 6   -98736 524288
18 2  10 5   130560 524288
18 2  12 4   -98022 524288
18 2  14 3   46464 524288
18 2  16 2   -13924 524288
18 2  18 1   2432 524288
18 2  20 0   -190 524288
19 1  -2 9   -33592 524288
19 1  -4 8   100776 524288
19 1  -6 7   -139536 524288
19 1  -8 6   124032 524288
19 1 -10 5   -77520 524288
19 1 -12 4   34884 524288
19 1 -14 3   -11172 524288
19 1 -16 2   2432 524288
19 1 -18 1   -324 524288
19 1 -20 0   20 524288
20 0   0 10   92378 524288
20 0   2 9   -167960 524288
20 0   4 8   125970 524288
20 0   6 7   -77520 524288
20 0   8 6   38760 524288
20 0  10 5   -15504 524288
20 0  12 4   4845 524288
20 0  14 3   -1140 524288
20 0  16 2   190 524288
20 0  18 1   -20 524288
20 0  20 0   1 524288

0 21  -1 10   352716 1048576
0 21  -3 9   293930 1048576
0 21  -5 8   203490 1048576
0 21  -7 7   116280 1048576
0 21  -9 6   54264 1048576
0 21 -11 5   20349 1048576
0 21 -13 4   5985 1048576
0 21 -15 3   1330 1048576
0 21 -17 2   210 1048576
0 21 -19 1   21 1048576
0 21 -21 0   1 1048576
1 20   1 10   16796 1048576
1 20   3 9   125970 1048576
1 20   5 8   242250 1048576
1 20   7 7   271320 1048576
1 20   9 6   209304 1048576
1 20  11 5   117249 1048576
1 20  13 4   48165 1048576
1 20  15 3   14250 1048576
1 20  17 2   2890 1048576
1 20  19 1   361 1048576
1 20  21 0   21 1048576
2 19  -1 10   167960 1048576
2 19  -3 9   50388 1048576
2 19  -5 8   -3876 1048576
2 19  -7 7   -108528 1048576
2 19  -9 6   -232560 1048576
2 19 -11 5   -242250 1048576
2 19 -13 4   -156066 1048576
2 19 -15 3   -65892 1048576
2 19 -17 2   -17956 1048576
2 19 -19 1   -2890 1048576
2 19 -21 0   -210 1048576
3 18   1 10   26520 1048576
3 18   3 9   149396 1048576
3 18   5 8   137700 1048576
3 18   7 7   17136 1048576
3 18   9 6   -36720 1048576
3 18  11 5   -185130 1048576
3 18  13 4   -246402 1048576
3 18  15 3   -168100 1048576
3 18  17 2   -65892 1048576
3 18  19 1   -14250 1048576
3 18  21 0   -1330 1048576
4 17  -1 10   119340 1048576
4 17  -3 9   3978 1048576
4 17  -5 8   -75106 1048576
4 17  -7 7   -160888 1048576
4 17  -9 6   -51000 1048576
4 17 -11 5   14365 1048576
4 17 -13 4   167281 1048576
4 17 -15 3   246402 1048576
4 17 -17 2   156066 1048576
4 17 -19 1   48165 1048576
4 17 -21 0   5985 1048576
5 16   1 10   35100 1048576
5 16   3 9   141570 1048576
5 16   5 8   37210 1048576
5 16   7 7   -33880 1048576
5 16   9 6   -157464 1048576
5 16  11 5   -64009 1048576
5 16  13 4   14365 1048576
5 16  15 3   185130 1048576
5 16  17 2   242250 1048576
5 16  19 1   117249 1048576
5 16  21 0   20349 1048576
6 15  -1 10   93600 1048576
6 15  -3 9   -3120 1048576
6 15  -5 8   -126960 1048576
6 15  -7 7   -60480 1048576
6 15  -9 6   23104 1048576
6 15 -11 5   157464 1048576
6 15 -13 4   51000 1048576
6 15 -15 3   -36720 1048576
6 15 -17 2   -232560 1048576
6 15 -19 1   -209304 1048576
6 15 -21 0   -54264 1048576
7 14   1 10   43680 1048576
7 14   3 9   117936 1048576
7 14   5 8   112 1048576
7 14   7 7   -118336 1048576
7 14   9 6   -60480 1048576
7 14  11 5   33880 1048576
7 14  13 4   160888 1048576
7 14  15 3   17136 1048576
7 14  17 2   -108528 1048576
7 14  19 1   -271320 1048576
7 14  21 0   -116280 1048576
8 13  -1 10   76440 1048576
8 13  -3 9   -22932 1048576
8 13  -5 8   -122500 1048576
8 13  -7 7   -112 1048576
8 13  -9 6   126960 1048576
8 13 -11 5   37210 1048576
8 13 -13 4   -75106 1048576
8 13 -15 3   -137700 1048576
8 13 -17 2   3876 1048576
8 13 -19 1   242250 1048576
8 13 -21 0   203490 1048576
9 12   1 10   52920 1048576
9 12   3 9   86436 1048576
9 12   5 8   -22932 1048576
9 12   7 7   -117936 1048576
9 12   9 6   3120 1048576
9 12  11 5   141570 1048576
9 12  13 4   3978 1048576
9 12  15 3   -149396 1048576
9 12  17 2   -50388 1048576
9 12  19 1   125970 1048576
9 12  21 0   293930 1048576
10 11  -1 10   63504 1048576
10 11  -3 9   -52920 1048576
10 11  -5 8   -76440 1048576
10 11  -7 7   43680 1048576
10 11  -9 6   93600 1048576
10 11 -11 5   -35100 1048576
10 11 -13 4   -119340 1048576
10 11 -15 3   26520 1048576
10 11 -17 2   167960 1048576
10 11 -19 1   -16796 1048576
10 11 -21 0   -352716 1048576
11 10   1 10   63504 1048576
11 10   3 9   52920 1048576
11 10   5 8   -76440 1048576
11 10   7 7   -43680 1048576
11 10   9 6   93600 1048576
11 10  11 5   35100 1048576
11 10  13 4   -119340 1048576
11 10  15 3   -26520 1048576
11 10  17 2   167960 1048576
11 10  19 1   16796 1048576
11 10  21 0   -352716 1048576
12 9  -1 10   52920 1048576
12 9  -3 9   -86436 1048576
12 9  -5 8   -22932 1048576
12 9  -7 7   117936 1048576
12 9  -9 6   3120 1048576
12 9 -11 5   -141570 1048576
12 9 -13 4   3978 1048576
12 9 -15 3   149396 1048576
12 9 -17 2   -50388 1048576
12 9 -19 1   -125970 1048576
12 9 -21 0   293930 1048576
13 8   1 10   76440 1048576
13 8   3 9   22932 1048576
13 8   5 8   -122500 1048576
13 8   7 7   112 1048576
13 8   9 6   126960 1048576
13 8  11 5   -37210 1048576
13 8  13 4   -75106 1048576
13 8  15 3   137700 1048576
13 8  17 2   3876 1048576
13 8  19 1   -242250 1048576
13 8  21 0   203490 1048576
14 7  -1 10   43680 1048576
14 7  -3 9   -117936 1048576
14 7  -5 8   112 1048576
14 7  -7 7   118336 1048576
14 7  -9 6   -60480 1048576
14 7 -11 5   -33880 1048576
14 7 -13 4   160888 1048576
14 7 -15 3   -17136 1048576
14 7 -17 2   -108528 1048576
14 7 -19 1   271320 1048576
14 7 -21 0   -116280 1048576
15 6   1 10   93600 1048576
15 6   3 9   3120 1048576
15 6   5 8   -126960 1048576
15 6   7 7   60480 1048576
15 6   9 6   23104 1048576
15 6  11 5   -157464 1048576
15 6  13 4   51000 1048576
15 6  15 3   36720 1048576
15 6  17 2   -232560 1048576
15 6  19 1   209304 1048576
15 6  21 0   -54264 1048576
16 5  -1 10   35100 1048576
16 5  -3 9   -141570 1048576
16 5  -5 8   37210 1048576
16 5  -7 7   33880 1048576
16 5  -9 6   -157464 1048576
16 5 -11 5   64009 1048576
16 5 -13 4   14365 1048576
16 5 -15 3   -185130 1048576
16 5 -17 2   242250 1048576
16 5 -19 1   -117249 1048576
16 5 -21 0   20349 1048576
17 4   1 10   119340 1048576
17 4   3 9   -3978 1048576
17 4   5 8   -75106 1048576
17 4   7 7   160888 1048576
17 4   9 6   -51000 1048576
17 4  11 5   -14365 1048576
17 4  13 4   167281 1048576
17 4  15 3   -246402 1048576
17 4  17 2   156066 1048576
17 4  19 1   -48165 1048576
17 4  21 0   5985 1048576
18 3  -1 10   26520 1048576
18 3  -3 9   -149396 1048576
18 3  -5 8   137700 1048576
18 3  -7 7   -17136 1048576
18 3  -9 6   -36720 1048576
18 3 -11 5   185130 1048576
18 3 -13 4   -246402 1048576
18 3 -15 3   168100 1048576
18 3 -17 2   -65892 1048576
18 3 -19 1   14250 1048576
18 3 -21 0   -1330 1048576
19 2   1 10   167960 1048576
19 2   3 9   -50388 1048576
19 2   5 8   -3876 1048576
19 2   7 7   108528 1048576
19 2   9 6   -232560 1048576
19 2  11 5   242250 1048576
19 2  13 4   -156066 1048576
19 2  15 3   65892 1048576
19 2  17 2   -17956 1048576
19 2  19 1   2890 1048576
19 2  21 0   -210 1048576
20 1  -1 10   16796 1048576
20 1  -3 9   -125970 1048576
20 1  -5 8   242250 1048576
20 1  -7 7   -271320 1048576
20 1  -9 6   209304 1048576
20 1 -11 5   -117249 1048576
20 1 -13 4   48165 1048576
20 1 -15 3   -14250 1048576
20 1 -17 2   2890 1048576
20 1 -19 1   -361 1048576
20 1 -21 0   21 1048576
21 0   1 10   352716 1048576
21 0   3 9   -293930 1048576
21 0   5 8   203490 1048576
21 0   7 7   -116280 1048576
21 0   9 6   54264 1048576
21 0  11 5   -20349 1048576
21 0  13 4   5985 1048576
21 0  15 3   -1330 1048576
21 0  17 2   210 1048576
21 0  19 1   -21 1048576
21 0  21 0   1 1048576

0 22   0 11   -352716 2097152
0 22   2 10   -646646 2097152
0 22   4 9   -497420 2097152
0 22   6 8   -319770 2097152
0 22   8 7   -170544 2097152
0 22  10 6   -74613 2097152
0 22  12 5   -26334 2097152
0 22  14 4   -7315 2097152
0 22  16 3   -1540 2097152
0 22  18 2   -231 2097152
0 22  20 1   -22 2097152
0 22  22 0   -1 2097152
1 21  -2 10   117572 2097152
1 21  -4 9   361760 2097152
1 21  -6 8   523260 2097152
